 Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets,Total Length of Fwd Packets, Total Length of Bwd Packets, Fwd Packet Length Max, Fwd Packet Length Min, Fwd Packet Length Mean, Fwd Packet Length Std,Bwd Packet Length Max, Bwd Packet Length Min, Bwd Packet Length Mean, Bwd Packet Length Std,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Flow IAT Std, Flow IAT Max, Flow IAT Min,Fwd IAT Total, Fwd IAT Mean, Fwd IAT Std, Fwd IAT Max, Fwd IAT Min,Bwd IAT Total, Bwd IAT Mean, Bwd IAT Std, Bwd IAT Max, Bwd IAT Min,Fwd PSH Flags, Bwd PSH Flags, Fwd URG Flags, Bwd URG Flags, Fwd Header Length, Bwd Header Length,Fwd Packets/s, Bwd Packets/s, Min Packet Length, Max Packet Length, Packet Length Mean, Packet Length Std, Packet Length Variance,FIN Flag Count, SYN Flag Count, RST Flag Count, PSH Flag Count, ACK Flag Count, URG Flag Count, CWE Flag Count, ECE Flag Count, Down/Up Ratio, Average Packet Size, Avg Fwd Segment Size, Avg Bwd Segment Size, Fwd Header Length.1,Fwd Avg Bytes/Bulk, Fwd Avg Packets/Bulk, Fwd Avg Bulk Rate, Bwd Avg Bytes/Bulk, Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets, Subflow Fwd Bytes, Subflow Bwd Packets, Subflow Bwd Bytes,Init_Win_bytes_forward, Init_Win_bytes_backward, act_data_pkt_fwd, min_seg_size_forward,Active Mean, Active Std, Active Max, Active Min,Idle Mean, Idle Std, Idle Max, Idle Min, Label
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,241,2,2,60,344,30,30,30.0,0.0,172,172,172.0,0.0,1676348.548,16597.51037,80.33333333,136.5442541,238,1,1,1.0,0.0,1,1,2,2.0,0.0,2,2,0,0,0,0,40,40,8298.755187,8298.755187,30,172,86.8,77.77660317,6049.2,0,0,0,0,0,0,0,0,1,108.5,30.0,172.0,40,0,0,0,0,0,0,2,60,2,344,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
1069,108,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,148148.1481,37037.03704,36.0,21.65640783,49,11,48,48.0,0.0,48,48,49,49.0,0.0,49,49,0,0,0,0,48,40,18518.51852,18518.51852,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,3,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,64,0,666666.6667,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,251,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS Hulk
53,258,2,2,76,484,38,38,38.0,0.0,242,242,242.0,0.0,2170542.636,15503.87597,86.0,107.9212676,208,3,3,3.0,0.0,3,3,47,47.0,0.0,47,47,0,0,0,0,80,80,7751.937984,7751.937984,38,242,119.6,111.7354017,12484.8,0,0,0,0,0,0,0,0,1,149.5,38.0,242.0,80,0,0,0,0,0,0,2,76,2,484,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
62199,81308804,6,9,12982,56,8760,0,2163.666667,3422.770846,20,0,6.222222222,5.783117191,160.3516392,0.184481867,5807771.714,18200000.0,68100000,0,81300000,16300000.0,35700000.0,80200000,3,80200000,10000000.0,23800000.0,68100000,0,1,0,0,0,132,204,0.073792747,0.11068912,0,8760,900.8125,2244.598738,5038223.496,0,1,0,0,1,1,0,0,1,960.8666667,2163.666667,6.222222222,132,0,0,0,0,0,0,6,12982,9,56,229,256,4,20,5260.0,0.0,5260,5260,40100000.0,39600000.0,68100000,12100000,BENIGN
443,46600308,15,10,847,8959,373,0,56.4666666667,113.1136386034,1448,0,895.9,669.0235754026,210.427793739,0.5364771409,1941679.5,9492077.21996163,46505594,1,46600308,3328593.42857143,12427230.4733139,46505703,1,79487,8831.8888888889,15241.762155706,44592,49,0,0,0,0,492,328,0.3218862845,0.2145908564,0,1448,377.1538461538,585.9448228158,343331.335384615,0,0,0,1,0,0,0,0,0,392.24,56.4666666667,895.9,492,0,0,0,0,0,0,15,847,10,8959,65535,61,6,32,94560.0,0.0,94560,94560,46505594.0,0.0,46505594,46505594,BENIGN
443,1996028,7,6,1588,1088,1020,0,226.8571429,397.9197694,951,0,181.3333333,381.0195096,1340.662556,6.512934688,166335.6667,563212.5959,1954456,55,41572,6928.666667,16015.37321,39613,104,1995736,399147.2,890363.7743,1991878,461,0,0,0,0,232,200,3.506964832,3.005969856,0,1020,191.1428571,363.9486137,132458.5934,0,0,0,1,0,0,0,0,0,205.8461538,226.8571429,181.3333333,232,0,0,0,0,0,0,7,1588,6,1088,29200,8,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,86161074,7,7,748,11595,365,0,106.8571429,176.3655565,7240,0,1656.428571,2566.885263,143.254946,0.162486368,6627774.923,23800000.0,85800000,27,86100000,14300000.0,35000000.0,85800000,985,86200000,14400000.0,35000000.0,85800000,84,0,0,0,0,196,232,0.081243184,0.081243184,0,7240,823.2666667,1867.767249,3488554.495,1,0,0,0,0,0,0,0,1,882.0714286,106.8571429,1656.428571,196,0,0,0,0,0,0,7,748,7,11595,0,235,4,20,10971.0,0.0,10971,10971,85800000.0,0.0,85800000,85800000,DoS Hulk
443,5882089,9,9,380,3152,193,0,42.22222222,69.12086837,1432,0,350.2222222,566.7655551,600.466943,3.060137308,346005.2353,1358473.827,5616753,3,5882089,735261.125,1972585.285,5616753,3,214431,26803.875,50119.2041,123992,3,0,0,0,0,192,192,1.530068654,1.530068654,0,1432,185.8947368,413.075981,170631.7661,0,0,0,1,0,0,0,0,1,196.2222222,42.22222222,350.2222222,192,0,0,0,0,0,0,9,380,9,3152,8192,62,8,20,265333.0,0.0,265333,265333,5616753.0,0.0,5616753,5616753,BENIGN
80,98547828,6,7,353,11595,335,0,58.83333333,135.3254103,7240,0,1656.428571,2566.885263,121.2406224,0.131915642,8212319.0,28400000.0,98400000,0,98400000,19700000.0,44000000.0,98400000,0,98500000,16400000.0,40200000.0,98400000,44,0,0,0,0,164,232,0.060884142,0.0710315,0,7240,853.8571429,1934.406085,3741926.901,1,0,0,0,0,0,0,0,1,919.5384615,58.83333333,1656.428571,164,0,0,0,0,0,0,6,353,7,11595,0,235,3,20,13979.0,0.0,13979,13979,98400000.0,0.0,98400000,98400000,DoS Hulk
443,5314143,5,1,135,46,46,6,27.0,20.1246118,46,46,46.0,0.0,34.06005446,1.129062579,1062828.6,2241573.33,5070272,1,5314143,1328535.75,2496825.291,5070272,1,0,0.0,0.0,0,0,1,0,0,0,100,20,0.940885482,0.188177096,6,46,32.42857143,18.86670032,355.952381,0,1,0,0,1,0,0,0,0,37.83333333,27.0,46.0,100,0,0,0,0,0,0,5,135,1,46,16406,360,4,20,233837.0,0.0,233837,233837,5070272.0,0.0,5070272,5070272,BENIGN
51284,39,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,307692.3077,51282.05128,39.0,0.0,39,39,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,25641.02564,25641.02564,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,351,258,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,218,2,2,80,452,40,40,40.0,0.0,226,226,226.0,0.0,2440366.972,18348.62385,72.66666667,118.9341555,210,4,4,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0,0,0,40,40,9174.311927,9174.311927,40,226,114.4,101.8763957,10378.8,0,0,0,0,0,0,0,0,1,143.0,40.0,226.0,40,0,0,0,0,0,0,2,80,2,452,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117789242,10,12,1748,789,802,6,174.8,314.6259861,278,6,65.75,82.15520235,21.53846953,0.186774273,5609011.524,17600000.0,58700000,3,118000000,13100000.0,25800000.0,58700000,1069,118000000,10700000.0,23700000.0,58700000,3,1,0,0,0,200,240,0.084897397,0.101876876,6,802,142.3913043,252.3426133,63676.79447,0,1,0,0,1,0,0,0,1,148.8636364,174.8,65.75,200,0,0,0,0,0,0,10,1748,12,789,258,440,9,20,343277.5,361257.319,598725,87830,58500000.0,216064.2552,58700000,58400000,BENIGN
53,242,2,2,56,568,28,28,28.0,0.0,284,284,284.0,0.0,2578512.397,16528.92562,80.66666667,133.6575225,235,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,8264.46281,8264.46281,28,284,130.4,140.2169747,19660.8,0,0,0,0,0,0,0,0,1,163.0,28.0,284.0,40,0,0,0,0,0,0,2,56,2,568,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,148,2,2,96,96,48,48,48.0,0.0,48,48,48.0,0.0,1297297.297,27027.02703,49.33333333,80.25168742,142,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,13513.51351,13513.51351,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,60.0,48.0,48.0,64,0,0,0,0,0,0,2,96,2,96,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61679,2,2,84,414,42,42,42.0,0.0,207,207,207.0,0.0,8074.060864,64.85189449,20559.66667,35602.59303,61670,4,4,4.0,0.0,4,4,5,5.0,0.0,5,5,0,0,0,0,40,64,32.42594724,32.42594724,42,207,108.0,90.37422199,8167.5,0,0,0,0,0,0,0,0,1,135.0,42.0,207.0,40,0,0,0,0,0,0,2,84,2,414,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,47593,3,4,436,859,436,0,145.3333333,251.7247174,859,0,214.75,429.5,27209.88381,147.080453,7932.166667,11935.21354,23408,4,23583,11791.5,16496.0941,23456,127,24185,8061.666667,13323.12442,23440,4,0,0,0,0,72,92,63.03447986,84.04597315,0,859,161.875,320.3455445,102621.2679,0,0,0,1,0,0,0,0,1,185.0,145.3333333,214.75,72,0,0,0,0,0,0,3,436,4,859,8192,31,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55153,23596,2,1,280,6,274,6,140.0,189.5046174,6,6,6.0,0.0,12120.69842,127.1401933,11798.0,16543.47025,23496,100,23596,23596.0,0.0,23596,23596,0,0.0,0.0,0,0,1,0,0,0,40,20,84.76012884,42.38006442,6,274,140.0,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,186.6666667,140.0,6.0,40,0,0,0,0,0,0,2,280,1,6,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
9441,58,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,206896.5517,34482.75862,58.0,0.0,58,58,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,17241.37931,17241.37931,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,106,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,115215630,27,30,931,27379,444,0,34.4814814815,92.376058491,2920,0,912.6333333333,878.8153657774,245.7131901288,0.4947245439,2057421.96428571,4016987.18081513,10079143,9,115215630,4431370.38461539,4975388.8453425,10102563,49,110495508,3810189.93103448,4951933.49671965,10102535,162,0,0,0,0,552,744,0.234343205,0.2603813389,0,2920,488.1034482759,770.2804841085,593332.024198427,0,0,0,1,0,0,0,0,1,496.6666666667,34.4814814815,912.6333333333,552,0,0,0,0,0,0,27,931,30,27379,8192,62,26,20,33862.7272727273,34953.1507108899,139250,23166,10011192.8181818,23226.4419996614,10079143,9999344,BENIGN
443,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.666666667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.666666667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
2701,96,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,62500.0,20833.33333,96.0,0.0,96,96,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,10416.66667,10416.66667,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
8008,82,2,2,4,12,2,2,2.0,0.0,6,6,6.0,0.0,195121.9512,48780.4878,27.33333333,22.12088003,48,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,48,40,24390.2439,24390.2439,2,6,3.6,2.19089023,4.8,0,0,0,1,0,0,0,0,1,4.5,2.0,6.0,48,0,0,0,0,0,0,2,4,2,12,1024,0,1,24,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,4857742,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,4.940567037,0.82342784,1619247.333,2804006.372,4857035,324,4857742,1619247.333,2804006.372,4857035,324,0,0.0,0.0,0,0,0,0,0,0,80,0,0.82342784,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
53,401654,2,2,72,272,36,36,36.0,0.0,136,136,136.0,0.0,856.4585439,9.958820278,133884.6667,231888.9828,401647,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,80,4.979410139,4.979410139,36,136,76.0,54.77225575,3000.0,0,0,0,0,0,0,0,0,1,95.0,36.0,136.0,64,0,0,0,0,0,0,2,72,2,272,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
55741,63,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,31746.03175,63.0,0.0,63,63,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,15873.01587,15873.01587,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,20,0,0,0,0,0,0,1,0,1,0,123,16425,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,472324,3,6,26,11601,20,0,8.666666667,10.26320288,4380,0,1933.5,1757.789948,24616.57676,19.05471668,59040.5,163664.3443,464041,16,7847,3923.5,4850.045412,7353,494,472248,94449.6,206635.9462,464041,16,0,0,0,0,72,132,6.351572226,12.70314445,0,4380,1162.7,1645.241762,2706820.456,0,0,0,1,0,0,0,0,2,1291.888889,8.666666667,1933.5,72,0,0,0,0,0,0,3,26,6,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
80,6084649,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,1.972176209,0.65739207,2028216.333,3440468.221,6000632,93,6084649,3042324.5,4183678.588,6000632,84017,0,0.0,0.0,0,0,0,0,0,0,72,32,0.493044052,0.164348017,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,26883,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,180059,1,1,101,133,101,101,101.0,0.0,133,133,133.0,0.0,1299.574029,11.10747033,180059.0,0.0,180059,180059,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,5.553735165,5.553735165,101,133,111.6666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,167.5,101.0,133.0,20,0,0,0,0,0,0,1,101,1,133,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,182,2,2,72,288,36,36,36.0,0.0,144,144,144.0,0.0,1978021.978,21978.02198,60.66666667,99.88159657,176,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,10989.01099,10989.01099,36,144,79.2,59.15403621,3499.2,0,0,0,0,0,0,0,0,1,99.0,36.0,144.0,40,0,0,0,0,0,0,2,72,2,288,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54045,44,1,1,0,6,0,0,0.0,0.0,6,6,6.0,0.0,136363.6364,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,22727.27273,22727.27273,0,6,2.0,3.464101615,12.0,0,0,0,1,0,0,0,0,1,3.0,0.0,6.0,40,0,0,0,0,0,0,1,0,1,6,29200,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
53,25094,2,2,62,392,31,31,31.0,0.0,196,196,196.0,0.0,18091.97418,159.4006535,8364.666667,14484.56359,25090,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,80,64,79.70032677,79.70032677,31,196,97.0,90.37422199,8167.5,0,0,0,0,0,0,0,0,1,121.25,31.0,196.0,80,0,0,0,0,0,0,2,62,2,392,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,86088102,6,7,360,11595,342,0,60.0,138.182488,4344,0,1656.428571,1760.597234,138.8693643,0.151008092,7174008.5,24800000.0,85900000,4,85900000,17200000.0,38400000.0,85900000,4,86100000,14300000.0,35100000.0,85900000,49,0,0,0,0,164,232,0.069696042,0.081312049,0,4344,854.3571429,1459.785211,2130972.863,1,0,0,0,0,0,0,0,1,920.0769231,60.0,1656.428571,164,0,0,0,0,0,0,6,360,7,11595,0,235,3,20,19011.0,0.0,19011,19011,85900000.0,0.0,85900000,85900000,DoS Hulk
80,1363143,4,0,24,0,6,6,6.0,0.0,0,0,0.0,0.0,17.60636998,2.934394997,454381.0,786148.5725,1362147,3,1363143,454381.0,786148.5725,1362147,3,0,0.0,0.0,0,0,0,0,0,0,80,0,2.934394997,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,7.5,6.0,0.0,80,0,0,0,0,0,0,4,24,0,0,256,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
22,12402695,22,33,2008,2745,640,0,91.27272727,138.1821372,976,0,83.18181818,217.2857356,383.2231624,4.434520078,229679.537,630364.5841,2461537,3,10200000,486363.5238,877747.8601,2531280,512,12400000,387580.2813,785494.8675,2461537,3,0,0,0,0,712,1064,1.773808031,2.660712047,0,976,84.875,186.8396554,34909.05682,0,0,0,1,0,0,0,0,1,86.41818182,91.27272727,83.18181818,712,0,0,0,0,0,0,22,2008,33,2745,29200,247,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Patator
443,5875658,8,5,614,2731,342,0,76.75,125.8215857,1460,0,546.2,717.9291051,569.2979408,2.212518155,489638.1667,1575711.212,5491325,4,5875658,839379.7143,2052046.645,5491325,4,242618,60654.5,70370.14756,137958,198,0,0,0,0,172,112,1.361549634,0.850968521,0,1460,238.9285714,473.2934468,224006.6868,0,0,0,1,0,0,0,0,0,257.3076923,76.75,546.2,172,0,0,0,0,0,0,8,614,5,2731,8192,8740,7,20,384329.0,0.0,384329,384329,5491325.0,0.0,5491325,5491325,BENIGN
53,113221,2,2,62,748,31,31,31.0,0.0,374,374,374.0,0.0,7154.1498485263,35.3291350545,37740.3333333333,65324.8779664634,113171,1,1,1.0,0.0,1,1,49,49.0,0.0,49,49,0,0,0,0,64,64,17.6645675272,17.6645675272,31,374,168.2,187.8688372243,35294.7,0,0,0,0,0,0,0,0,1,210.25,31.0,374.0,64,0,0,0,0,0,0,2,62,2,748,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,261,2,2,94,350,47,47,47.0,0.0,175,175,175.0,0.0,1701149.425,15325.6705,87.0,107.9212676,209,4,48,48.0,0.0,48,48,4,4.0,0.0,4,4,0,0,0,0,64,64,7662.835249,7662.835249,47,175,98.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,122.75,47.0,175.0,64,0,0,0,0,0,0,2,94,2,350,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
4443,44,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,181818.1818,45454.54545,44.0,0.0,44,44,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,22727.27273,22727.27273,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
80,926621,3,4,26,11601,20,0,8.666666667,10.26320288,8760,0,2900.25,4128.319301,12547.74066,7.554329116,154436.8333,373342.4599,916481,45,9716,4858.0,6665.188519,9571,145,926525,308841.6667,526251.5815,916481,379,0,0,0,0,72,92,3.237569621,4.316759495,0,8760,1453.375,3113.952607,9696700.839,0,0,0,1,0,0,0,0,1,1661.0,8.666666667,2900.25,72,0,0,0,0,0,0,3,26,4,11601,8192,229,2,20,0.0,0.0,0,0,0.0,0.0,0,0,DDoS
56562,4,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,64,0,500000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,64,0,0,0,0,0,0,2,0,0,0,357,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,78451534,2,2,107,284,61,46,53.5,10.60660172,162,122,142.0,28.28427125,4.983968828,0.050986893,26200000.0,45100000.0,78200000,48382,78300000,78300000.0,0.0,78300000,78300000,78400000,78400000.0,0.0,78400000,78400000,0,0,0,0,64,40,0.025493447,0.025493447,46,162,90.4,49.56107343,2456.3,0,0,0,0,0,0,0,0,1,113.0,53.5,142.0,64,0,0,0,0,0,0,2,107,2,284,-1,-1,1,32,48382.0,0.0,48382,48382,78200000.0,0.0,78200000,78200000,BENIGN
49165,47,1,1,2,6,2,2,2.0,0.0,6,6,6.0,0.0,170212.766,42553.19149,47.0,0.0,47,47,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,24,20,21276.59574,21276.59574,2,6,3.333333333,2.309401077,5.333333333,0,0,0,1,0,0,0,0,1,5.0,2.0,6.0,24,0,0,0,0,0,0,1,2,1,6,1024,0,0,24,0.0,0.0,0,0,0.0,0.0,0,0,PortScan
57622,70,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,42857.14286,35.0,18.38477631,48,22,0,0.0,0.0,0,0,48,48.0,0.0,48,48,0,0,0,0,32,64,14285.71429,28571.42857,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,2,0,243,290,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21763,34,1,2,6,12,6,6,6.0,0.0,6,6,6.0,0.0,529411.7647,88235.29412,17.0,22.627417,33,1,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,20,40,29411.76471,58823.52941,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,2,8.0,6.0,6.0,20,0,0,0,0,0,0,1,6,2,12,245,256,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,12962919,7,5,388,3003,238,0,55.4285714286,92.3378888338,1486,0,600.6,796.6855088427,261.5923157431,0.9257174252,1178447.18181818,3858641.01306242,12812558,58,12962919,2160486.5,5218486.21559819,12812558,236,88970,22242.5,23676.7028743446,43934,219,0,0,0,0,152,112,0.5400018314,0.3857155938,0,1486,260.8461538462,542.4149466589,294213.974358974,0,0,0,1,0,0,0,0,0,282.5833333333,55.4285714286,600.6,152,0,0,0,0,0,0,7,388,5,3003,8192,110,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
44516,88,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,22727.27273,88.0,0.0,88,88,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,11363.63636,11363.63636,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,349,310,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53273,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,123,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
60912,34,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,58823.52941,34.0,0.0,34,34,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,29411.76471,29411.76471,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,32,0,0,0,0,0,0,1,0,1,0,287,253,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,177,2,2,90,168,45,45,45.0,0.0,84,84,84.0,0.0,1457627.119,22598.87006,59.0,96.99484522,171,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,11299.43503,11299.43503,45,84,60.6,21.36117974,456.3,0,0,0,0,0,0,0,0,1,75.75,45.0,84.0,64,0,0,0,0,0,0,2,90,2,168,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,53128,2,2,56,176,28,28,28.0,0.0,88,88,88.0,0.0,4366.812227,75.28986598,17709.33333,30670.00102,53124,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,40,37.64493299,37.64493299,28,88,52.0,32.86335345,1080.0,0,0,0,0,0,0,0,0,1,65.0,28.0,88.0,40,0,0,0,0,0,0,2,56,2,176,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,249,2,2,90,166,45,45,45.0,0.0,83,83,83.0,0.0,1028112.45,16064.25703,83.0,102.1028893,198,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,8032.128514,8032.128514,45,83,60.2,20.81345719,433.2,0,0,0,0,0,0,0,0,1,75.25,45.0,83.0,64,0,0,0,0,0,0,2,90,2,166,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
22,1261820,35,42,2622,7038,408,0,74.91428571,105.2809606,976,0,167.5714286,317.1563547,7655.608565,61.02296683,16602.89474,109740.2074,952712,0,1261820,37112.35294,172490.3761,995906,3,308994,7536.439024,18964.04518,98108,0,0,0,0,0,724,864,27.73771219,33.28525463,0,976,123.8461538,246.5452766,60784.57343,0,0,0,1,0,0,0,0,1,125.4545455,74.91428571,167.5714286,724,0,0,0,0,0,0,35,2622,42,7038,8192,245,33,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
