Dst Port,Protocol,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
22,6,388792,22,20,1944,2665.0,640,0,88.36363636360001,137.8690011274,976,0,133.25,268.7712537496,11854,108,9482.7317073171,22841.7067674729,132599.0,5.0,388338.0,18492.2857142857,31356.7402118633,132599.0,281.0,388785.0,20462.3684210526,40707.2700184712,169578.0,7.0,0,0,0,0,712,648,56.5855264512,51.4413876829,0,976,107.1860465116,207.2815265026,42965.6312292359,0,0,0,1,0,0,0,0,0,109.7380952381,88.36363636360001,133.25,0,0,0,0,0,0,22,1944,20,2665,26883,230,16,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,SSH-Bruteforce
80,6,17766813,5,6,432,1964.0,431,0,86.4,192.637742927,1460,0,327.3333333333,590.3784097227,134,0,1776681.3,3756691.58209724,10014668.0,2.0,10101434.0,2525358.5,4992874.14872413,10014668.0,24145.0,17735835.0,3547167.0,4906396.06156872,10045711.0,2.0,0,0,0,0,112,144,0.2814235733,0.3377082879,0,1460,199.6666666667,436.2001903491,190270.606060606,0,0,0,1,0,0,0,0,1,217.8181818182,86.4,327.3333333333,0,0,0,0,0,0,5,432,6,1964,8192,946,2,20,86766.0,0.0,86766.0,86766.0,10014668.0,0.0,10014668.0,10014668.0,Benign
43026,6,4559381,5,4,935,742.0,935,0,187.0,418.1447118,371,0,185.5,214.1969499,367,1,569922.625,1471412.85,4205662.0,7.0,4559381.0,1139845.25,2048006.753,4205669.0,39.0,298869.0,99623.0,129453.0906,247333.0,5908.0,0,0,0,0,168,136,1.096640092,0.8773120740000001,0,935,167.7,310.6040888,96474.9,0,0,0,0,1,0,0,0,0,186.3333333,187.0,185.5,0,0,0,0,0,0,5,935,4,742,237,211,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,1536,1,1,32,128.0,32,32,32.0,0.0,128,128,128.0,0.0,104166,1302,1536.0,0.0,1536.0,1536.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,651.0416667000001,651.0416667000001,32,128,64.0,55.42562584,3072.0,0,0,0,0,0,0,0,0,1,96.0,32.0,128.0,0,0,0,0,0,0,1,32,1,128,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,118012902,16,16,1229,4124.0,592,0,76.8125,150.6236894825,1430,0,257.75,470.3743898924,45,0,3806867.80645161,14639873.305898098,58951270.0,1.0,118012902.0,7867526.8,20630858.084437303,58951270.0,18.0,117903847.0,7860256.46666667,20656120.169012804,59060511.0,1.0,0,0,0,0,332,332,0.1355783963,0.1355783963,0,1430,162.2121212121,351.2538040342,123379.234848485,0,0,1,1,0,0,0,1,1,167.28125,76.8125,257.75,0,0,0,0,0,0,16,1229,16,4124,8192,251,8,20,305466.5,277670.226370239,501809.0,109124.0,58646409.0,431138.560838624,58951270.0,58341548.0,Benign
80,6,6935,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,288,6935.0,0.0,6935.0,6935.0,6935.0,6935.0,0.0,6935.0,6935.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,288.39221339999995,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-HOIC
21,6,1,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,2000000,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-BruteForce
53266,6,53,3,1,31,0.0,31,0,10.3333333333,17.8978583449,0,0,0.0,0.0,584905,75471,17.6666666667,5.1316014394,22.0,12.0,53.0,26.5,6.3639610307000005,31.0,22.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,60,20,56603.773584905706,18867.9245283019,0,31,6.2,13.8636214605,192.2,0,0,0,0,1,0,0,0,0,7.75,10.3333333333,0.0,0,0,0,0,0,0,3,31,1,0,980,0,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,4068133,14,8,1439,1731.0,725,0,102.7857142857,191.1971107649,1179,0,216.375,405.4647906151,779,5,193720.619047619,263609.22671399,953149.0,64.0,4068133.0,312933.307692308,334460.025909272,1170588.0,35845.0,4014402.0,573486.0,345781.64678739104,986921.0,165719.0,0,0,0,0,292,172,3.4413820787,1.966504045,0,1179,137.8260869565,278.9256421235,77799.5138339921,0,0,1,1,0,0,0,1,0,144.0909090909,102.7857142857,216.375,0,0,0,0,0,0,14,1439,8,1731,8192,62646,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
0,0,112636827,3,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,56318413.5,40.3050865276,56318442.0,56318385.0,112636827.0,56318413.5,40.3050865276,56318442.0,56318385.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0.0266342729999999,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0.0,0.0,56318413.5,40.3050865276,56318442.0,56318385.0,Benign
80,6,45905025,6,5,5,0.0,1,0,0.8333333333,0.4082482904999999,0,0,0.0,0.0,0,0,4590502.5,4984556.92318031,10004066.0,11268.0,45905025.0,9181005.0,1865594.55813743,10015358.0,5843728.0,40061195.0,10015298.75,45.0212912594,10015334.0,10015233.0,0,0,0,0,120,160,0.1307046451,0.1089205375999999,0,1,0.5,0.5222329679,0.2727272727,0,0,0,0,1,0,0,0,0,0.5454545454999999,0.8333333333,0.0,0,0,0,0,0,0,6,5,5,0,256,290,4,20,11306.75,60.0076384027,11395.0,11268.0,10004017.5,42.4303350604,10004066.0,10003963.0,Benign
80,6,828,3,4,161,488.0,161,0,53.66666667,92.95339334,488,0,122.0,244.0,783816,8454,138.0,101.6602184,314.0,29.0,494.0,247.0,176.77669530000003,372.0,122.0,514.0,171.33333330000002,171.6809056,362.0,29.0,0,0,0,0,72,92,3623.188406,4830.917874,0,488,81.125,173.7875859,30202.125,0,0,0,1,0,0,0,0,1,92.71428571,53.66666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,93,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,21505,93.0,0.0,93.0,93.0,93.0,93.0,0.0,93.0,93.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,64,0,21505.37634,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS attacks-Hulk
3389,6,3629658,10,11,1483,2813.0,677,0,148.3,202.0550255087,1173,0,255.7272727273,461.1982417376,1183,5,181482.9,332983.783683056,1236173.0,42.0,3629658.0,403295.33333333296,487305.327852569,1293425.0,92.0,3473640.0,347364.0,415281.66271045,1236173.0,46431.0,0,0,0,0,212,256,2.7550805062,3.0305885568,0,1173,195.2727272727,351.5186348536,123565.350649351,0,0,1,1,0,0,0,1,1,204.5714285714,148.3,255.7272727273,0,0,0,0,0,0,10,1483,11,2813,8192,62856,7,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,6622,3,4,334,935.0,334,0,111.3333333,192.8349899,935,0,233.75,467.5,191633,1057,1103.666667,2400.342281,5995.0,7.0,6338.0,3169.0,3996.567527,5995.0,343.0,6615.0,2205.0,3581.050544,6338.0,26.0,0,0,0,0,72,92,453.0353368,604.0471157000001,0,935,158.625,334.7676966,112069.4107,0,0,1,1,0,0,0,1,1,181.2857143,111.3333333,233.75,0,0,0,0,0,0,3,334,4,935,65535,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-HOIC
445,6,739393,5,4,373,172.0,140,0,74.6,70.28371077,133,0,43.0,62.75348596,737,12,92424.125,127303.4739,247897.0,4.0,739168.0,184792.0,123206.5635,247949.0,4.0,739341.0,246447.0,2482.728539,248228.0,243611.0,0,0,0,0,112,92,6.762303673,5.409842939,0,140,54.5,64.19804428,4121.388889,0,0,0,1,0,0,0,0,0,60.55555556,74.6,43.0,0,0,0,0,0,0,5,373,4,172,8192,0,3,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
443,6,20696222,6,8,707,3695.0,386,0,117.8333333333,158.94705617489998,1460,0,461.875,652.7494460248,212,0,1592017.07692308,5672498.80117764,20471023.0,1.0,147014.0,29402.8,25377.0525416172,48579.0,357.0,20649518.0,2949931.14285714,7726138.51486363,20471023.0,1.0,0,0,0,0,132,172,0.2899079842,0.3865439789,0,1460,293.4666666667,507.5845976874,257642.123809524,0,0,1,1,0,0,0,1,1,314.4285714286,117.8333333333,461.875,0,0,0,0,0,0,6,707,8,3695,8192,7485,3,20,225059.0,0.0,225059.0,225059.0,20471023.0,0.0,20471023.0,20471023.0,Benign
443,6,458549,9,7,512,4471.0,194,0,56.888888888900006,83.48269947189999,1430,0,638.7142857143,695.4721931383,10866,34,30569.9333333333,47780.046520438205,132033.0,0.0,458549.0,57318.625,57007.6722328733,132033.0,22.0,229828.0,38304.6666666667,53852.6598773604,115230.0,0.0,0,0,0,0,192,152,19.6271281804,15.2655441403,0,1430,293.1176470588,523.3341287305001,273878.610294118,0,0,0,1,0,0,0,0,0,311.4375,56.888888888900006,638.7142857143,0,0,0,0,0,0,9,512,7,4471,8192,172,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,5741519,4,4,97,231.0,97,0,24.25,48.5,231,0,57.75,115.5,57,1,820217.0,2142826.16370126,5679414.0,40.0,62105.0,20701.6666666667,35552.4184878235,61754.0,113.0,5741321.0,1913773.66666667,3314327.14115932,5740829.0,173.0,0,0,0,0,92,92,0.6966797462000001,0.6966797462000001,0,231,36.4444444444,79.6996096463,6352.0277777778,0,0,0,1,0,0,0,0,1,41.0,24.25,57.75,0,0,0,0,0,0,4,97,4,231,8192,141,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
55423,6,1138,5,2,935,333.0,935,0,187.0,418.1447118,333,0,166.5,235.4665581,1114235,6151,189.6666667,242.50910640000004,629.0,6.0,1138.0,284.5,425.6238558,910.0,6.0,629.0,629.0,0.0,629.0,629.0,0,0,0,0,124,40,4393.673111,1757.469244,0,935,158.5,334.6930363,112019.4286,0,0,1,1,0,0,0,1,0,181.1428571,187.0,166.5,0,0,0,0,0,0,5,935,2,333,65535,32768,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,470,1,1,43,59.0,43,43,43.0,0.0,59,59,59.0,0.0,217021,4255,470.0,0.0,470.0,470.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,2127.6595744681,2127.6595744681,43,59,48.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,72.5,43.0,59.0,0,0,0,0,0,0,1,43,1,59,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,21123,1,1,38,89.0,38,38,38.0,0.0,89,89,89.0,0.0,6012,94,21123.0,0.0,21123.0,21123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,47.34176017,47.34176017,38,89,55.0,29.44486373,867.0,0,0,0,0,0,0,0,0,1,82.5,38.0,89.0,0,0,0,0,0,0,1,38,1,89,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infilteration
80,6,7835,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,255,7835.0,0.0,7835.0,7835.0,7835.0,7835.0,0.0,7835.0,7835.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,255.2648373,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-HOIC
80,6,54811437,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,54800000.0,0.0,54800000.0,54800000.0,54800000.0,54800000.0,0.0,54800000.0,54800000.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.036488735,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,1297,3,4,291,935.0,291,0,97.0,168.0089283,935,0,233.75,467.5,945258,5397,216.1666667,257.1625297,671.0,7.0,955.0,477.5,273.6503243,671.0,284.0,1290.0,430.0,472.7451745,958.0,46.0,0,0,0,0,72,92,2313.030069,3084.040093,0,935,153.25,331.8824017,110145.9286,0,0,1,1,0,0,0,1,1,175.1428571,97.0,233.75,0,0,0,0,0,0,3,291,4,935,65535,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-HOIC
80,6,18437,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,108,18437.0,0.0,18437.0,18437.0,18437.0,18437.0,0.0,18437.0,18437.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,108.477518,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-HOIC
80,6,775,3,4,161,488.0,161,0,53.6666666667,92.9533933395,488,0,122.0,244.0,837419,9032,129.1666666667,92.1855013908,242.0,1.0,416.0,208.0,117.379725677,291.0,125.0,533.0,177.6666666667,162.9243178084,322.0,1.0,0,0,0,0,72,92,3870.9677419355,5161.2903225807,0,488,81.125,173.7875858627,30202.125,0,0,0,1,0,0,0,0,1,92.7142857143,53.6666666667,122.0,0,0,0,0,0,0,3,161,4,488,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
3389,6,1948400,8,7,1144,1581.0,677,0,143.0,227.9699228,1173,0,225.8571429,430.0986044,1398,7,139171.4286,245921.7325,953472.0,3.0,1948400.0,278342.8571,395243.8389,1164826.0,3.0,1792641.0,298773.5,321439.156,953472.0,155287.0,0,0,0,0,172,152,4.105933073,3.592691439,0,1173,170.3125,319.4027173,102018.0958,0,0,1,1,0,0,0,1,0,181.6666667,143.0,225.8571429,0,0,0,0,0,0,8,1144,7,1581,8192,62856,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infilteration
53,17,962,1,1,32,128.0,32,32,32.0,0.0,128,128,128.0,0.0,166320,2079,962.0,0.0,962.0,962.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1039.5010395010002,1039.5010395010002,32,128,64.0,55.425625842200006,3072.0,0,0,0,0,0,0,0,0,1,96.0,32.0,128.0,0,0,0,0,0,0,1,32,1,128,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,1464803,3,4,20,964.0,20,0,6.666666667,11.54700538,964,0,241.0,482.0,671,4,244133.8333,597732.9114,1464251.0,5.0,521.0,260.5,119.501046,345.0,176.0,1464798.0,488266.0,845227.8402,1464251.0,25.0,0,0,0,0,72,92,2.048056974,2.730742632,0,964,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP
443,6,116364788,17,23,897,18523.0,266,0,52.7647058824,84.9672947461,1460,0,805.3478260869999,706.9372872209,166,0,2983712.51282051,12969160.9312913,58077610.0,1.0,116364788.0,7272799.25,19819978.0582609,58077610.0,39.0,116288550.0,5285843.18181818,17092697.9771349,58095179.0,1.0,0,0,0,0,352,472,0.1460923041,0.1976542938,0,1460,473.6585365854,649.5494057328,421914.430487805,0,0,0,1,0,0,0,0,1,485.5,52.7647058824,805.3478260869999,0,0,0,0,0,0,17,897,23,18523,8192,127,7,20,97054.5,26998.0440124836,116145.0,77964.0,58046328.5,44238.721551374,58077610.0,58015047.0,Benign
80,6,1114,3,4,148,243.0,148,0,49.3333333333,85.4478398401,243,0,60.75,121.5,350987,6283,185.6666666667,140.356213495,362.0,1.0,550.0,275.0,135.7645019878,371.0,179.0,800.0,266.6666666667,233.11013134,437.0,1.0,0,0,0,0,72,92,2692.9982046679,3590.6642728905,0,243,48.875,93.9930658537,8834.6964285714,0,0,0,1,0,0,0,0,1,55.8571428571,49.3333333333,60.75,0,0,0,0,0,0,3,148,4,243,8192,149,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,54434427,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,54434427.0,0.0,54434427.0,54434427.0,54434427.0,54434427.0,0.0,54434427.0,54434427.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.0367414540801539,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,2184229,3,4,436,858.0,436,0,145.33333330000002,251.7247174,858,0,214.5,429.0,592,3,364038.1667,868983.1640000001,2137692.0,16.0,23265.0,11632.5,16252.849369999998,23125.0,140.0,2161120.0,720373.3333,1227489.5990000002,2137692.0,28.0,0,0,0,0,72,92,1.373482359,1.831309812,0,858,161.75,320.0347079,102422.2143,0,0,1,1,0,0,0,1,1,184.8571429,145.33333330000002,214.5,0,0,0,0,0,0,3,436,4,858,8192,31,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Infilteration
80,6,54317349,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,54317349.0,0.0,54317349.0,54317349.0,54317349.0,54317349.0,0.0,54317349.0,54317349.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.036820648224198,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,20728,2,2,96,232.0,48,48,48.0,0.0,116,116,116.0,0.0,15824,192,6909.333333333299,9972.3091775844,18383.0,328.0,20400.0,20400.0,0.0,20400.0,20400.0,2345.0,2345.0,0.0,2345.0,2345.0,0,0,0,0,16,16,96.4878425318,96.4878425318,48,116,75.2,37.2451339104,1387.2,0,0,0,0,0,0,0,0,1,94.0,48.0,116.0,0,0,0,0,0,0,2,96,2,232,-1,-1,1,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
21,6,29,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,68965,29.0,0.0,29.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,34482.75862,34482.75862,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DoS attacks-SlowHTTPTest
51656,6,4389650,5,3,935,337.0,935,0,187.0,418.1447118,337,0,112.3333333,194.5670407,289,1,627092.8571,1585825.354,4222003.0,6.0,4389650.0,1097412.5,2083656.053,4222009.0,22.0,120661.0,60330.5,83526.98853,119393.0,1268.0,0,0,0,0,168,104,1.139042976,0.6834257859999999,0,935,141.33333330000002,317.8085115,101002.25,0,0,0,0,1,0,0,0,0,159.0,187.0,112.3333333,0,0,0,0,0,0,5,935,3,337,237,211,1,32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
21,6,2,1,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,1000000,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FTP-BruteForce
445,6,135226,3,1,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,29,45075.3333333333,75276.9801621541,131979.0,62.0,135226.0,67613.0,91114.95139657382,132041.0,3185.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,72,32,22.1850827504,7.3950275835,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,54073588,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,54073588.0,0.0,54073588.0,54073588.0,54073588.0,54073588.0,0.0,54073588.0,54073588.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,0.036986633844235,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
51722,6,0,2,0,31,0.0,31,0,15.5,21.9203102168,0,0,0.0,0.0,-1,-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,40,0,0.0,0.0,0,31,20.6666666667,17.8978583449,320.3333333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,16616,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,1140,1,1,32,121.0,32,32,32.0,0.0,121,121,121.0,0.0,134210,1754,1140.0,0.0,1140.0,1140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,877.1929825,877.1929825,32,121,61.66666667,51.38417396,2640.333333,0,0,0,0,0,0,0,0,1,92.5,32.0,121.0,0,0,0,0,0,0,1,32,1,121,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,1351,1,1,36,164.0,36,36,36.0,0.0,164,164,164.0,0.0,148038,1480,1351.0,0.0,1351.0,1351.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,740.1924500370098,740.1924500370098,36,164,78.6666666666667,73.9008344562721,5461.333333333329,0,0,0,0,0,0,0,0,1,118.0,36.0,164.0,0,0,0,0,0,0,1,36,1,164,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
80,6,6616,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,302,6616.0,0.0,6616.0,6616.0,6616.0,6616.0,0.0,6616.0,6616.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,302.2974607,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDOS attack-HOIC
80,6,96,2,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,20833,96.0,0.0,96.0,96.0,96.0,96.0,0.0,96.0,96.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,40,0,20833.3333333333,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,256,-1,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,277,1,1,41,73.0,41,41,41.0,0.0,73,73,73.0,0.0,411552,7220,277.0,0.0,277.0,277.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3610.1083032491,3610.1083032491,41,73,51.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,77.5,41.0,73.0,0,0,0,0,0,0,1,41,1,73,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
445,6,840946,7,5,364,582.0,103,0,52.0,49.21720566,409,0,116.4,167.0353256,1124,14,76449.63636,87195.5349,169418.0,66.0,840946.0,140157.6667,68523.09285,172112.0,348.0,674233.0,168558.25,1144.2864949999998,169539.0,167360.0,0,0,0,0,152,112,8.32395897,5.945684979,0,409,72.76923077,109.5332171,11997.52564,0,0,0,1,0,0,0,0,0,78.83333333,52.0,116.4,0,0,0,0,0,0,7,364,5,582,8192,255,4,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
53,17,317,1,1,51,67.0,51,51,51.0,0.0,67,67,67.0,0.0,372239,6309,317.0,0.0,317.0,317.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,3154.5741324921,3154.5741324921,51,67,56.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,84.5,51.0,67.0,0,0,0,0,0,0,1,51,1,67,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign
